,ICD11_Code,Ayurveda_NAMC_CODE,Siddha_NAMC_CODE,Unani_NUMC_CODE,ICD11_Title
339,1C1A.0,SK-2,YB2,CC,Cutaneous listeriosis
340,1C1A.1,SK-2,DCC1.3,CI,Listerial meningitis or meningoencephalitis
341,1C1A.Y,SK-2,YB2,CI,Other specified listeriosis
342,1C1A.Z,SL00 (GF-15),DCC1.3,CI,"Listeriosis, unspecified"
343,1C1B,PE-4.12,YC3,E-0,Nocardiosis
344,1C1B.0,LD-2.7,TNA1.3,DB,Pulmonary nocardiosis
345,1C1B.1,ABC-7,BUB1.4,J-11,Cutaneous nocardiosis
346,1C1B.Y,PE-2.8,YC3,E-0,Other specified forms of nocardiosis
347,1C1B.Z,PE-4.12,YC3,E-0,"Nocardiosis, unspecified"
348,1C1C,PE-1.11,TDC1.3,HA,Meningococcal disease
349,1C1C.0,PE-4.21,TDC1.3,A-5.6,Meningococcal meningitis
350,1C1C.1,EB-7.8,KBB1.3,F-38.6,WaterhouseFriderichsen syndrome
351,1C1C.2,EI-3.9,TDC1.3,M-3,Meningococcaemia
352,1C1C.20,PE-1.11,TDC1.3,H-8,Acute meningococcaemia
353,1C1C.2Y,ABC-6,TDC1.3,F-92.18,Other specified meningococcaemia
354,1C1C.2Z,ABC-6,YB1,M-3,"Meningococcaemia, unspecified"
355,1C1C.Y,AAA-2.4,TDC1.3,F-92.18,Other specified meningococcal disease
356,1C1C.Z,ABC-6,TDC1.3,I-64,"Meningococcal disease, unspecified"
357,1C1D,GGGGGQ,TJA1.5,B-4,Yaws
358,1C1D.0,U-4,TJA1.5,B-4,Primary yaws
359,1C1D.1,U-4,TJA1.5,B-4,Secondary yaws
360,1C1D.2,U-4,UAA1.5,B-4,Tertiary yaws
361,1C1D.3,PE-2.4,TJA1.5,B-4,Latent yaws
362,1C1D.Z,U-4,TJA1.5,B-4,"Yaws, unspecified"
363,1C1E,ED-8.5.2(SP14),EAB1.2,C-12,Pinta
364,1C1E.0,O-27,BUB1.6,M-11.2,Primary lesions of pinta
365,1C1E.1,O-27,BUB1.6,C-12,Intermediate lesions of pinta
366,1C1E.2,O-27,BUB1.6,C-12,Late lesions of pinta
367,1C1E.3,O-27,BUB1.6,M-11.2,Mixed lesions of pinta
368,1C1E.Z,VG-4.3,EAA1.2,M-11.2,"Pinta, unspecified"
369,1C1F,ED,VAA1.1,I-56.2,Endemic nonvenereal syphilis
370,1C1G,PE-2.7,EED1.1,K-1.1.23,Lyme borreliosis
371,1C1G.0,ABC-7,YD20,M-19.2,Early cutaneous Lyme borreliosis
372,1C1G.1,PE-1.4,EED1.1,K-1.1.23,Disseminated Lyme borreliosis
373,1C1G.10,LH-4.12,EED1.1,I-47,Lyme neuroborreliosis
374,1C1G.11,PE-4.9,CAA1.2,K-1.1.23,Lyme carditis
375,1C1G.12,ACC-6,NAA1.8,BA,Ophthalmic Lyme borreliosis
376,1C1G.13,ED-11.2,CAA1.4,K-29,Lyme arthritis
377,1C1G.14,ABC-7,YD20,M-19.2,Late cutaneous Lyme borreliosis
378,1C1G.1Y,PE-1.4,EED1.1,K-1.1.23,Other specified disseminated Lyme borreliosis
379,1C1G.1Z,PE-1.4,EED1.1,K-1.1.23,"Disseminated Lyme borreliosis, unspecified"
380,1C1G.Y,SB-2,EED1.1,K-26,Other specified Lyme borreliosis
381,1C1G.Z,PE-1.4,EED1.1,K-1.1.23,"Lyme borreliosis, unspecified"
382,1C1H,SM1B (GB-6),YB1,CH,Necrotising ulcerative gingivitis
383,1C1H.0,PE-6.7,WAB1.4,M-1.9,Other Vincent infections
384,1C1H.Y,SM1B (GB-6),UBA1.9,CH,Other specified necrotising ulcerative gingivitis
385,1C1H.Z,SM1B (GB-6),YB1,CH,"Necrotising ulcerative gingivitis, unspecified"
386,1C1J,PE-1.3.1.4,WAA1.5,K-1.1.28,Relapsing fever
387,1C1J.0,PE-1.3.1.4,WAA1.5,K-1.1.1,Tickborne relapsing fever
388,1C1J.1,PE-1.3.1.4,TDC1.7,KA,Louseborne relapsing fever
389,1C1J.Z,PE-1.3.1.4,WAA1.5,K-1.1.28,"Relapsing fever, unspecified"
390,,AAA-2.4,WAB1.3,HA,Other diseases due to chlamydiae
391,1C20,SK6K (HB-12),NDB1.1,B-1.7,Chlamydial conjunctivitis
392,1C21,SN30 (EI-5),YB1,M-5.1,Chlamydial peritonitis
393,1C22,ED-16.9,VAA1.1,I-56.2,Infections due to Chlamydia psittaci
394,1C23,EC-3.9.4.3,YB1,B-47,Trachoma
395,1C23.0,EC-3.9.4.3,YB1,B-47,Initial stage of trachoma
396,1C23.1,EC-3.9.4.3,BJA1.1,B-47,Active stage of trachoma
397,1C23.Y,EC-3.9.4.3,YB1,B-47,Other specified trachoma
398,1C23.Z,EC-3.9.4.3,YB1,B-47,"Trachoma, unspecified"
399,1C2Y,AAA-2.4,WAB1.3,HA,Other specified diseases due to chlamydiae
400,1C2Z,ED-16.9,WAB1.3,HA,"Diseases due to chlamydiae, unspecified"
401,,PE-6.7,CAB1.3,K-21.1,Rickettsioses
402,1C30,PE-1.3.1.4,EFA1.2,K-1.1.23,Typhus fever
403,1C30.0,PE-1.3.1.4,EFA1.2,K-1.1.23,Epidemic louseborne typhus fever due to Rickettsia prowazekii
404,1C30.1,PE-6.7,EFA1.2,K-1.1.23,Recrudescent typhus
405,1C30.2,PE-1.3.1.4,EFA1.2,K-29,Typhus fever due to Rickettsia typhi
406,1C30.3,PE-4.15,EFA1.2,K-1.1.22,Typhus fever due to Orientia tsutsugamushi
407,1C30.Y,BI-20,EFA1.2,K-1.1.1,Other specified typhus fever
408,1C30.Z,PE-1.3.1.4,WAB1.8,K-1.1.23,"Typhus fever, unspecified"
409,1C31,PE-1.3.1.4,BAA1.1,K-1.1.1,Spotted fever
410,1C31.0,PE-6.7,BAA1.1,K-29,Spotted fever due to Rickettsia rickettsii
411,1C31.1,PE-6.7,WAC1.6,K-29,Spotted fever due to Rickettsia conorii
412,1C31.2,PE-6.7,BAA1.1,K-1.1.23,Spotted fever due to Rickettsia sibirica
413,1C31.3,PE-6.7,BAA1.1,K-29,Spotted fever due to Rickettsia australis
414,1C31.Y,PE-1.3.1.4,WAB1.8,K-1.1.1,Other specified spotted fever
415,1C31.Z,PE-1.4,BAA1.1,K-1.1.1,"Spotted fever, unspecified"
416,1C32,PE-1.12,CAB1.3,K-12,Rickettsialpox
417,1C33,PE-1.3.1.4,WAA1.5,K-9,Q fever
418,1C3Y,PE-6.7,WAB1.8,K-21,Other specified rickettsioses
419,1C3Z,PE-6.7,CAB1.3,K-21.1,"Rickettsioses, unspecified"
420,1C40,EB-2.16,YB1,F-92.14,Campylobacteriosis
421,1C41,ED-16.9,WAA1.2,O-392,Bacterial infection of unspecified site
422,1C42,ED-10.12,YB5,K-23,Melioidosis
423,1C43,LH-4.12,YB1,I-21,Actinomycetoma
424,1C44,SN4P (O-46),BUB1.3,JA,Nonpyogenic bacterial infections of the skin
425,1C45,PE-6.25.5,SAC1.2,N-15,Toxic shock syndrome
426,1C45.0,PE-1.12,SAC1.16,N-15,Streptococcal toxic shock syndrome
427,1C45.1,EE-2.2,SAB1.2,F-31.2,Staphylococcal toxic shock syndrome
428,1C45.Y,PE-1.11,WAB1.23,F-31.2,Toxic shock syndrome due to other specified infectious agent
429,1C45.Z,PE-1.11,WAB1.23,F-31.2,Toxic shock syndrome without specified infectious agent
430,1C4Y,BI-20,WAB1.3,F-92.18,Other specified bacterial diseases
431,1C4Z,PE-4.17,YB11,M-3,Unspecified bacterial disease
432,,SW-1,FAD1.10,I-56.2,Human immunodeficiency virus disease
433,1C60,SW-1,Z$35,D-31,Human immunodeficiency virus disease associated with tuberculosis
434,1C60.0,SW-1,Z$35,D-31,HIV disease clinical stage 1 associated with tuberculosis
435,1C60.1,SW-1,Z$35,D-31,HIV disease clinical stage 2 associated with tuberculosis
436,1C60.2,SW-1,Z$35,D-31,HIV disease clinical stage 3 associated with tuberculosis
437,1C60.3,SW-1,Z$35,D-31,HIV disease clinical stage 4 associated with tuberculosis
438,1C60.30,SW-1,Z$35,D-31,Kaposi sarcoma associated with human immunodeficiency virus disease associated with tuberculosis
439,1C60.3Y,SW-1,Z$35,D-31,Other specified HIV disease clinical stage 4 associated with tuberculosis
440,1C60.3Z,SW-1,Z$35,D-31,"HIV disease clinical stage 4 associated with tuberculosis, unspecified"
441,1C60.Z,SW-1,Z$35,D-31,"Human immunodeficiency virus disease associated with tuberculosis, clinical stage unspecified"
442,1C61,FA-3.3,WAB1.3,I-56.2,Human immunodeficiency virus disease associated with malaria
443,1C61.0,FA-3.3,BBB1.1,P-10,HIV disease clinical stage 1 associated with malaria
444,1C61.1,FA-3.3,BBB1.1,P-10,HIV disease clinical stage 2 associated with malaria
445,1C61.2,FA-3.3,BBB1.1,P-10,HIV disease clinical stage 3 associated with malaria
446,1C61.3,FA-3.3,BBB1.1,P-10,HIV disease clinical stage 4 associated with malaria
447,1C61.30,K-4,TOD1.2,M-23.3,Kaposi sarcoma associated with human immunodeficiency virus disease associated with malaria
448,1C61.3Y,FA-3.3,BBB1.1,P-10,Other specified HIV disease clinical stage 4 associated with malaria
449,1C61.3Z,FA-3.3,BBB1.1,K-1.1.1,"HIV disease clinical stage 4 associated with malaria, unspecified"
450,1C61.Z,FA-3.3,WAB1.3,I-56.2,"Human immunodeficiency virus disease associated with malaria, clinical stage unspecified"
451,1C62,FA-3.3,Z$35,D-31,Human immunodeficiency virus disease without mention of tuberculosis or malaria
452,1C62.0,FA-3.3,Z$35,D-31,HIV disease clinical stage 1 without mention of tuberculosis or malaria
453,1C62.1,FA-3.3,Z$35,D-31,HIV disease clinical stage 2 without mention of tuberculosis or malaria
454,1C62.2,FA-3.3,Z$35,D-31,HIV disease clinical stage 3 without mention of tuberculosis or malaria
455,1C62.3,FA-3.3,Z$35,D-31,HIV disease clinical stage 4 without mention of tuberculosis or malaria
456,1C62.30,K-4,Z$35,M-23.3,Kaposi sarcoma associated with human immunodeficiency virus disease without mention of tuberculosis or malaria
457,1C62.3Y,AAA-2.4,Z$35,D-31,Other specified HIV disease clinical stage 4 without mention of tuberculosis or malaria
458,1C62.3Z,FA-3.3,Z$35,D-31,"HIV disease clinical stage 4 without mention of tuberculosis or malaria, unspecified"
459,1C62.Z,FA-3.3,Z$35,D-31,"Human immunodeficiency virus disease without mention of tuberculosis or malaria, clinical stage unspecified"
460,,SQ20 (EM-5),BBB1.1,AC,Viral infections of the central nervous system
461,1C80,PE-1.4.1.5,WAB1.20,K-9,"Viral encephalitis, not elsewhere classified"
462,1C81,EM-2.9,WAB1.3,M-10.11,Acute poliomyelitis
463,1C82,NB-1.8,YD3,M-1.7,Rabies
464,1C83,PA-37,YD43,AB,Western equine encephalitis
465,1C84,PA-37,YD43,AB,Eastern equine encephalitis
466,1C85,PE-6.15,ROB1.3,AB,Japanese encephalitis
467,1C86,K-7,THA1.1,AB,St Louis encephalitis
468,1C87,PE-1.4.1.5,CAB1.3,AA,Rocio viral encephalitis
469,1C88,SK-5,WAA1.7,AB,Murray Valley encephalitis
470,1C8B,PC-10.3,WAA1.7,AA,California encephalitis
471,1C8C,PA-37,YD43,AA,Venezuelan equine encephalitis
472,1C8D,SQ20 (EM-5),Z$31,AB,La Crosse encephalitis
473,1C8E,PE-1.3.1.4,CAB1.3,A-5.6,"Viral meningitis, not elsewhere classified"
474,1C8E.1,SI-4,CAB1.3,H-12,Enteroviral meningitis
475,1C8E.2,SW-1,CAB1.3,A-5.6,Meningitis due to adenovirus
476,1C8E.Y,BI-20,CAB1.3,K-9,"Other specified viral meningitis, not elsewhere classified"
477,1C8E.Z,PE-1.3.1.4,CAB1.3,K-9,"Viral meningitis, unspecified"
478,1C8F,SM01 (ED-13),BBB1.2,BK,Lymphocytic choriomeningitis
479,1C8G,PE-6.25.2,YD20,B-49,Tickborne encephalitis
480,1C8G.0,PE-6.25.2,YD20,B-49,Far Eastern tickborne encephalitis
481,1C8G.1,PE-6.25.2,YD20,B-49,Central European tickborne encephalitis
482,1C8G.2,PE-1.4,YD20,B-49,Siberian tickborne encephalitis
483,1C8G.Z,PE-1.4,YD20,B-49,"Tickborne encephalitis, unspecified"
484,1C8H,SM01 (ED-13),RBB1.1,K-9,"Viral myelitis, not elsewhere classified"
485,1C8Y,SQ20 (EM-5),BBB1.1,AC,Other specified viral infections of the central nervous system
486,1C8Z,SQ20 (EM-5),BBB1.1,AC,"Viral infections of the central nervous system, unspecified"
487,,SQ20 (EM-5),BBB1.1,AC,Nonviral and unspecified infections of the central nervous system
488,1D00,PE-1.4.1.5,WAB1.3,D-29,"Infectious encephalitis, not elsewhere classified"
489,1D00.0,SI-3.4.6,WAB1.3,AB,Bacterial encephalitis
490,1D00.1,ED-4.4.6,THA1.1,AA,Fungal encephalitis
491,1D00.2,EB-10.5,WAB1.12,M-30,Parasitic or protozoal encephalitis
492,1D00.Y,PE-1.4,WAB1.3,K-9,"Other specified infectious encephalitis, not elsewhere classified"
493,1D00.Z,PE-1.4,WAB1.3,D-29,"Infectious encephalitis, unspecified"
494,1D01,PE-1.3.1.4,CAB1.3,I-56.2,"Infectious meningitis, not elsewhere classified"
495,1D01.0,LE-5,CAB1.3,A-5.6,Bacterial meningitis
496,1D01.00,EA-3.8,TDC1.3,A-5.6,Meningitis due to Haemophilus influenzae
497,1D01.0Y,LE-5,TDC1.3,A-5.6,Other specified bacterial meningitis
498,1D01.0Z,LE-5,CAB1.3,A-5.5,"Bacterial meningitis, unspecified"
499,1D01.1,ABC-7,TDC1.3,H-12,Fungal meningitis
500,1D01.2,AAA-2.4,CAB1.3,A-5.6,Parasitic or protozoal meningitis
501,1D01.3,PE-4.21,CAB1.3,A-5.6,Benign recurrent meningitis
502,1D01.Y,PE-1.3.1.4,CAB1.3,K-9,"Other specified infectious meningitis, not elsewhere classified"
503,1D01.Z,PE-1.3.1.4,CAB1.3,K-9,"Infectious meningitis, unspecified"
504,1D02,SM01 (ED-13),RBB1.1,K-9,"Infectious myelitis, not elsewhere classified"
505,1D02.0,SR43(BB-2),YB1,F-92.10,Bacterial myelitis
506,1D02.2,ABC-7,YB1,M-5.13,Fungal myelitis
507,1D02.3,SM01 (ED-13),YB1,M-8,Parasitic myelitis
508,1D02.Y,SM01 (ED-13),YB1,K-9,"Other specified infectious myelitis, not elsewhere classified"
509,1D02.Z,SM01 (ED-13),JAB1.9,K-9,"Infectious myelitis, unspecified"
510,1D03,ED-16.9,NEC1.2,M-4,Infectious abscess of the central nervous system
511,1D03.0,SL00 (GF-15),UBA1.8,C-99,Intraspinal intramedullary abscess
512,1D03.1,SL00 (GF-15),UBA1.8,C-99,Intraspinal subdural abscess
513,1D03.2,SL00 (GF-15),UBA1.8,C-99,Intraspinal extradural abscess
514,1D03.3,SL00 (GF-15),NEC1.2,C-99,Intracranial abscess
515,1D03.30,SN4F (O-21),YD3,A-32.5,Deep cerebral hemispheric abscess
516,1D03.31,SL00 (GF-15),NEC1.2,C-99,Abscess of the corpus callosum
517,1D03.32,PE-4.17,YB2,C-99,Pituitary abscess
518,1D03.33,SL00 (GF-15),NEC1.2,C-99,Multiple or widespread intracranial abscess
519,1D03.3Y,SL00 (GF-15),NEC1.2,C-99,Other specified intracranial abscess
520,1D03.3Z,SL00 (GF-15),NEC1.2,C-99,"Intracranial abscess, unspecified"
521,1D03.4,SL00 (GF-15),RPA1.4,O-311,Intraspinal epidural abscess
522,1D03.5,ED-9.7,SBC1.1,O-311,Spinal cord abscess
523,1D03.Y,ED-16.9,NEC1.2,C-99,Other specified site of infectious abscess of the central nervous system
524,1D03.Z,ED-9.7,NEC1.2,M-4,"Infectious abscess of the central nervous system, site unspecified"
525,1D04,SM01 (ED-13),BBB1.1,K-24,Infectious granulomas of the central nervous system
526,1D04.0,K-15,EED1.1,M-18.7,Parasitic intracerebral granuloma
527,1D04.1,SN70 (O-7),BUB1.6,AA,Intracranial granuloma
528,1D04.10,LE-1,KEB1.1,AA,Fungal intracranial granuloma
529,1D04.1Y,SK00 (F),BUB1.6,AA,Other specified intracranial granuloma
530,1D04.1Z,SD-2,BUB1.6,A-12.7,"Intracranial granuloma, unspecified"
531,1D04.2,SM01 (ED-13),SAE1.1,M-10.11,Intraspinal intramedullary granuloma
532,1D04.3,SK00 (F),RIA1.1,A-36.44,Intraspinal subdural granuloma
533,1D04.4,SK00 (F),RIA1.1,A-36.44,Intraspinal extradural granuloma
534,1D04.5,EL-8,EED1.1,A-36.42,Intraspinal epidural granuloma
535,1D04.Y,SM01 (ED-13),BBB1.1,K-24,Other specified site of infectious granulomas of the central nervous system
536,1D04.Z,SM01 (ED-13),EED1.1,K-24,"Infectious granulomas of the central nervous system, site unspecified"
537,1D05,PE-1.3.1.4,NCC1.3,AC,Infectious cysts of the central nervous system
538,1D05.0,SM9C (EL-9.1),RPA1.2,C-99,Epidural infectious cyst
539,1D05.1,SM1C  (GD-5),CAB1.3,C-99,Subdural infectious cyst
540,1D05.Y,SN4N (O-36),NCC1.3,AC,Other specified infectious cysts of the central nervous system
541,1D05.Z,PE-1.3.1.4,NCC1.3,AC,"Infectious cysts of the central nervous system, unspecified"
542,1D0Y,SQ20 (EM-5),BBB1.1,AC,Other specified nonviral and unspecified infections of the central nervous system
543,1D0Z,SQ20 (EM-5),BBB1.1,AC,"Nonviral and unspecified infections of the central nervous system, unspecified"
544,,PA-34,Z#10,KB,Dengue
545,1D20,PA-34,Z#10,Q-10,Dengue without warning signs
546,1D21,PA-34,Z#10,N-35,Dengue with warning signs
547,1D22,PE-2.6,Z#10,M-10.11,Severe dengue
548,1D2Z,SP5B (BI),Z#10,K-9,"Dengue fever, unspecified"
549,,PE-1.3.1.4,WAC1.6,K-29,Certain arthropodborne viral fevers
550,1D40,SN-1,EFA1.2,AA,Chikungunya virus disease
551,1D41,SN4P (O-46),BAA1.1,K-1.1.1,Colorado tick fever
552,1D42,ED-12.2,TOD1.2,K-1.1.23,O'nyongnyong fever
553,1D43,PE-4.9,WAC1.6,CC,Oropouche virus disease
554,1D44,SN4P (O-46),WAB1.12,K-21,Rift Valley fever
555,1D45,PE-1.3.1.4,JAB1.7,KB,Sandfly fever
556,1D46,PE-6.12,WAC1.6,K-1.1.22,West Nile virus infection
557,1D47,SP5B (BI),WAB1.13,F-70.4,Yellow fever
558,1D48,FA-3.3,WAC1.6,AB,Zika virus disease
559,1D49,EA-3.8,WAB1.21,K-1.1.23,CrimeanCongo haemorrhagic fever
560,1D4A,EA-3.8,WAC1.6,K-1.1.9,Omsk haemorrhagic fever
561,1D4B,EL-8.2,SAC1.7,BB,Kyasanur Forest disease
562,1D4C,EC-3.20,WAC1.6,K-3,Alkhurma haemorrhagic fever
563,1D4D,PE-1.12,DBC1.3,K-1.1.23,Ross River disease
564,1D4E,PE-1.3.1.4,WAA1.4,KA,Severe fever with thrombocytopenia syndrome
565,1D4Y,PE-1.3.1.4,WAB1.13,K-9,Other specified arthropodborne viral fevers
566,1D4Z,PE-1.3.1.4,WAB1.13,K-29,"Arthropodborne viral fever, virus unspecified"
567,,PE-1.3.1.4,WAC1.6,KB,Certain zoonotic viral diseases
568,1D60,PE-1.3.1.4,JAB1.2,FB,Filovirus disease
569,1D60.0,PE-1.3.1.4,BBB1.1,M-23.3,Ebola disease
570,1D60.00,PE-4.17,WAB1.4,JD,Bundibugyo virus disease
571,1D60.01,PE-1.3.1.4,BBB1.1,K-21.1,Ebola virus disease
572,1D60.02,FA-3.3,WAC1.6,M-23.3,Sudan virus disease
573,1D60.03,PE-1.3.1.4,JAB1.9,K-21.1,Atypical Ebola disease
574,1D60.0Y,PE-1.3.1.4,BBB1.1,K-9,Other specified Ebola disease
575,1D60.0Z,PE-1.3.1.4,BBB1.1,KA,"Ebola disease, virus unspecified"
576,1D60.1,LE-12,Z$23,HA,Marburg disease
577,1D60.10,LE-12,WAA1.3,HA,Marburg virus disease
578,1D60.11,LE-12,Z$23,HA,Atypical Marburg disease
579,1D60.1Y,LE-12,WAA1.3,BC,Other specified Marburg disease
580,1D60.1Z,LE-12,WAA1.3,P-7,"Marburg disease, virus unspecified"
581,1D60.Y,AAA-2.4,TAB1.3,O-182,Other specified filovirus disease
582,1D60.Z,PE-1.4.1.5,JAB1.2,K-9,"Filovirus disease, virus unspecified"
583,1D61,SN-1,WAC1.6,K-9,Arenavirus disease
584,1D61.0,EA-3.8,WAC1.6,K-1.1.9,Argentinian haemorrhagic fever
585,1D61.1,PE-6.1,WAB1.8,K-1.1.9,Bolivian haemorrhagic fever
586,1D61.2,PE-1.3.1.4,BAA1.1,K-1.1.11,Lassa fever
587,1D61.3,EA-3.8,WAB1.8,K-1.1.9,Venezuelan haemorrhagic fever
588,1D61.Y,SN-1,TAB1.3,K-9,Other specified arenavirus disease
589,1D61.Z,SN-1,TAB1.4,K-9,"Arenavirus disease, unspecified"
590,1D62,PE-1.3.1.4,WAC1.6,BK,Hantavirus disease
591,1D62.0,EJ-4.11.2,TDC1.7,O-106,Haemorrhagic fever with renal syndrome
592,1D62.1,LD-12,SAE1.3,DB,Hantavirus pulmonary syndrome
593,1D62.2,PE-1.3.1.4,WAC1.6,BK,Atypical hantavirus disease
594,1D62.Y,PE-1.3.1.4,WAC1.6,BK,Other specified hantavirus disease
595,1D62.Z,PE-1.3.1.4,WAC1.6,BK,"Hantavirus disease, unspecified"
596,1D63,PE-1.4.1.5,WAB1.4,F-31.3,Henipavirus encephalitis
597,1D64,EC-3.8.12,DDB1.4,D-3.19,Middle East respiratory syndrome
598,1D65,LD-2.7,SAC1.12,D-6.7,Severe acute respiratory syndrome
599,1D6Y,PE-1.3.1.4,WAB1.4,K-9,Other specified zoonotic viral diseases
600,1D6Z,PE-1.3.1.4,WAC1.6,K-9,"Zoonotic viral disease, virus unspecified"
601,,AAA-2.4,TAB1.3,O-189,Certain other viral diseases
602,1D80,SN11(EC-4),TMB1.3,J-58.4,Mumps
603,1D80.0,ABC-2,TMB1.3,J-56.3,Mumps without complication
604,1D80.1,SI-4,SAB1.2,FA,Orchitis due to mumps virus
605,1D80.2,PE-1.3.1.4,TDC1.3,A-5.6,Meningitis due to mumps virus
606,1D80.3,PE-1.4.1.5,THA1.1,AA,Encephalitis due to mumps virus
607,1D80.4,SD-2,SAE1.2,F-83.9,Pancreatitis due to mumps virus
608,1D80.Y,VC-5,TMB1.3,O-554,Other specified mumps
609,1D81,PE-1.3.1.4,CAB1.3,AA,Infectious mononucleosis
610,1D81.0,PE-2.19,CAA1.2,CI,Mononucleosis due to EpsteinBarr virus
611,1D81.1,SK-3.11,BBB1.1,AA,Mononucleosis due to cytomegalovirus
612,1D81.Y,PE-1.3.1.4,CAB1.3,AA,Other specified infectious mononucleosis
613,1D81.Z,PE-1.3.1.4,CAB1.3,K-25,"Infectious mononucleosis, unspecified"
614,1D82,AAA-2.4,BBB1.1,B-20,Cytomegaloviral disease
615,1D82.0,SM42 (EK-4.6),AAA1.1,FC,Cytomegaloviral hepatitis
616,1D82.1,ACC-2,NCB1.2,H-12,Cytomegaloviral pancreatitis
617,1D82.Y,AAA-2.4,BBB1.1,O-22.4.2,Other specified cytomegaloviral disease
618,1D82.Z,AAA-2.4,Z$23,B-20,"Cytomegaloviral disease, unspecified"
619,1D83,PE-2.7,BAA1.1,K-1.1.9,Epidemic myalgia
620,1D84,SK6W (HF-3),NAC1.3,BC,Viral conjunctivitis
621,1D84.0,SK-3.9,NDC1.10,BC,Conjunctivitis due to adenovirus
622,1D84.1,SK6W (HF-3),NAC1.15,B-1.7,Acute epidemic haemorrhagic conjunctivitis
623,1D84.Y,SS-6,NAC1.3,BC,Other specified viral conjunctivitis
624,1D84.Z,SK6W (HF-3),NAC1.3,BC,"Viral conjunctivitis, unspecified"
625,1D85,SP11(EC-6),WAC1.6,E-0,Viral carditis
626,1D85.0,PE-4.12,LBC1.1,E-0,Dilated cardiomyopathy secondary to viral myocarditis
627,1D85.1,SP11(EC-6),AAA1.1,E-5.1,Acute viral carditis
628,1D85.2,SP11(EC-6),RBB1.1,E-5.1,Chronic viral carditis
629,1D85.3,PE-4.12,DBC1.5,E-6,Aseptic myocarditis of newborn
630,1D85.4,PE-4.12,LBC1.1,E-5.2,Coxsackie carditis
631,1D85.Y,SP11(EC-6),RBB1.1,E-0,Other specified viral carditis
632,1D85.Z,PE-4.12,LBA1.1,E-0,"Viral carditis, unspecified"
633,1D86,PE-1.3.1.4,WAB1.8,K-9,"Viral haemorrhagic fever, not elsewhere classified"
634,,PE-1.3.1.4,JAB1.9,O-392,Viral infection of unspecified site
635,1D90,PE-1.3.1.4,JAB1.9,K-9,Adenovirus infection of unspecified site
636,1D91,PE-1.3.1.4,JAB1.9,K-1.1.23,Enterovirus infection of unspecified site
637,1D92,PE-4.12,WAC1.6,O-392,"Coronavirus infection, unspecified site"
638,1D93,ED-16.9,JAB1.9,K-21.3,Parvovirus infection of unspecified site
639,1D9Y,PE-1.3.1.4,JAB1.9,P-7,Other viral infections of unspecified site
640,1D9Z,PE-1.3.1.4,JAB1.9,K-1.1.23,Unspecified viral infection of unspecified site
641,1E1Y,BI-20,WAB1.3,P-2,Other specified viral diseases
642,1E1Z,PE-1.3.1.4,Z$23,K-9,Unspecified viral disease
643,,SP11(EC-6),WAB1.4,D-7.1,Influenza
644,1E30,SQ10 (EM-9),WAB1.3,K-1.1.22,Influenza due to identified seasonal influenza virus
645,1E31,PE-1.3.1.4,WAB1.4,K-9,Influenza due to identified zoonotic or pandemic influenza virus
646,1E32,PE-1.3.1.4,WAB1.3,D-29,"Influenza, virus not identified"
647,,SM42 (EK-4.6),SAE1.4,FC,Viral hepatitis
648,1E50,SM40(ED-9.7.9),SAC1.12,F-56.2,Acute viral hepatitis
649,1E50.0,SM42 (EK-4.6),AAA1.1,F-56.2,Acute hepatitis A
650,1E50.1,SM42 (EK-4.6),TIB1.2,F-56.2,Acute hepatitis B
651,1E50.2,SM42 (EK-4.6),AAA1.1,F-56.2,Acute hepatitis C
652,1E50.3,SM42 (EK-4.6),LBA1.1,F-56.2,Acute hepatitis D
653,1E50.4,SM42 (EK-4.6),YF34,F-56.2,Acute hepatitis E
654,1E50.Y,SM42 (EK-4.6),WAB1.23,F-56.2,Other specified acute viral hepatitis
655,1E50.Z,SM40(ED-9.7.9),AAA1.1,F-56.2,"Acute viral hepatitis, unspecified"
656,1E51,SM42 (EK-4.6),TDC1.7,FC,Chronic viral hepatitis
657,1E51.0,SM42 (EK-4.6),TIB1.2,FC,Chronic hepatitis B
658,1E51.00,I-1.6,TIB1.2,FC,Chronic hepatitis B with human immunodeficiency virus coinfection
659,1E51.0Y,SM42 (EK-4.6),TIB1.2,FC,Other specified chronic hepatitis B
660,1E51.0Z,SM42 (EK-4.6),TIB1.2,FC,"Chronic hepatitis B, unspecified"
661,1E51.1,SM42 (EK-4.6),LBA1.1,FC,Chronic hepatitis C
662,1E51.2,LE-4,LBA1.1,FC,Chronic hepatitis D
663,1E51.3,SM42 (EK-4.6),YF34,FC,Chronic hepatitis E
664,1E51.Y,SM42 (EK-4.6),TDC1.7,FC,Other specified chronic viral hepatitis
665,1E51.Z,SM42 (EK-4.6),TDC1.7,FC,"Chronic viral hepatitis, unspecified"
666,1E5Z,SM42 (EK-4.6),WBC1.5,FC,"Viral hepatitis, unspecified"
667,,SN4P (O-46),WAC1.6,M-11.6,Viral infections characterised by skin or mucous membrane lesions
668,,ED-16.11,WAB1.4,J-11,Infections due to poxvirus
669,1E70,EB-2.15,Z$26,O-163,Smallpox
670,1E71,GGGGGQ,SBB6.5,F-96.6,Mpox
671,1E72,GGGGGQ,SBA5.8,M-11.7,Cowpox
672,1E73,MC-1,SAC1.4,M-39.6,Vaccinia
673,1E74,GGGGGQ,Z10,M-11.7,Buffalopox
